Timestamp, Loss Function, Alpha, Train Size, Accuracy, Output File
2026-01-15 12:10:48, multiclass_split_loss_embedding_relu, 0.5, 50, 42.86, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_relu_mix_0.5
2026-01-15 12:11:04, multiclass_split_loss_embedding_relu, 0.5, 100, 51.02, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_relu_mix_0.5
2026-01-15 12:11:17, multiclass_split_loss_embedding_relu, 0.7, 10, 57.82, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_relu_mix_0.7
2026-01-15 12:11:31, multiclass_split_loss_embedding_relu, 0.7, 20, 55.78, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_relu_mix_0.7
2026-01-15 12:11:45, multiclass_split_loss_embedding_relu, 0.7, 50, 45.58, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_relu_mix_0.7
2026-01-15 12:12:00, multiclass_split_loss_embedding_relu, 0.7, 100, 51.02, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_relu_mix_0.7
2026-01-15 12:12:13, multiclass_split_loss_embedding_softplus, 0.3, 10, 57.82, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.3
2026-01-15 12:12:27, multiclass_split_loss_embedding_softplus, 0.3, 20, 57.82, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.3
2026-01-15 12:12:42, multiclass_split_loss_embedding_softplus, 0.3, 50, 51.7, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.3
2026-01-15 12:12:58, multiclass_split_loss_embedding_softplus, 0.3, 100, 50.34, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.3
2026-01-15 12:13:11, multiclass_split_loss_embedding_softplus, 0.5, 10, 57.14, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.5
2026-01-15 12:13:25, multiclass_split_loss_embedding_softplus, 0.5, 20, 54.42, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.5
2026-01-15 12:13:39, multiclass_split_loss_embedding_softplus, 0.5, 50, 53.74, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.5
2026-01-15 12:13:55, multiclass_split_loss_embedding_softplus, 0.5, 100, 51.02, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.5
2026-01-15 12:14:08, multiclass_split_loss_embedding_softplus, 0.7, 10, 57.14, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.7
2026-01-15 12:14:21, multiclass_split_loss_embedding_softplus, 0.7, 20, 56.46, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.7
2026-01-15 12:14:35, multiclass_split_loss_embedding_softplus, 0.7, 50, 57.82, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.7
2026-01-15 12:14:51, multiclass_split_loss_embedding_softplus, 0.7, 100, 50.34, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_softplus_mix_0.7
2026-01-15 12:15:03, multiclass_split_loss_embedding_sign, 0.3, 10, 53.06, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.3
2026-01-15 12:15:17, multiclass_split_loss_embedding_sign, 0.3, 20, 52.38, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.3
2026-01-15 12:15:31, multiclass_split_loss_embedding_sign, 0.3, 50, 48.3, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.3
2026-01-15 12:15:47, multiclass_split_loss_embedding_sign, 0.3, 100, 53.74, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.3
2026-01-15 12:15:59, multiclass_split_loss_embedding_sign, 0.5, 10, 56.46, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.5
2026-01-15 12:16:13, multiclass_split_loss_embedding_sign, 0.5, 20, 57.82, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.5
2026-01-15 12:16:27, multiclass_split_loss_embedding_sign, 0.5, 50, 46.26, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.5
2026-01-15 12:16:43, multiclass_split_loss_embedding_sign, 0.5, 100, 52.38, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.5
2026-01-15 12:16:55, multiclass_split_loss_embedding_sign, 0.7, 10, 53.06, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.7
2026-01-15 12:17:09, multiclass_split_loss_embedding_sign, 0.7, 20, 57.82, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.7
2026-01-15 12:17:23, multiclass_split_loss_embedding_sign, 0.7, 50, 53.74, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.7
2026-01-15 12:17:38, multiclass_split_loss_embedding_sign, 0.7, 100, 52.38, MODEL_ENSEMBLE_1_BagOfWordsClassifierMultiClass__emb32_OPTIM_adabelief__LR_0.001__BATCHSIZE_8__trainsize_100__active_True_smplsize_20_div0.8_LOSS_multiclass_split_loss_embedding_sign_mix_0.7
